1 159305000.000 23383.811768
1 159306000.000 23383.811768
1 159307000.000 23383.811768
1 159308000.000 23383.811768
1 159309000.000 23383.811768
1 159310000.000 23383.811768
1 159311000.000 23383.811768
1 159312000.000 23383.811768
1 159313000.000 23383.811768
1 159314000.000 23383.811768
1 159315000.000 23383.811768
1 159316000.000 23383.811768
1 159317000.000 23383.811768
1 159318000.000 23383.811768
1 159319000.000 23383.811768
1 159320000.000 23383.811768
1 159321000.000 23383.811768
1 159322000.000 23383.811768
1 159323000.000 23383.811769
1 159324000.000 23383.811769
1 159325000.000 23383.811769
1 159326000.000 23383.811769
1 159327000.000 23383.811769
1 159328000.000 23383.811769
1 159329000.000 23383.811769
1 159330000.000 23383.811769
1 159331000.000 23383.811769
1 159332000.000 23383.811769
1 159333000.000 23383.811769
1 159334000.000 23383.811769
1 159335000.000 23383.811769
1 159336000.000 23383.811769
1 159337000.000 23383.811769
1 159338000.000 23383.811769
1 159339000.000 23383.811769
1 159340000.000 23383.811770
1 159341000.000 23383.811770
1 159342000.000 23383.811770
1 159343000.000 23383.811770
1 159344000.000 23383.811770
1 159345000.000 23383.811770
1 159346000.000 23383.811770
1 159347000.000 23383.811770
1 159348000.000 23383.811770


2 159305000.000 23383.812672
2 159306000.000 23383.812673
2 159307000.000 23383.812674
2 159308000.000 23383.812675
2 159309000.000 23383.812675
2 159310000.000 23383.812676
2 159311000.000 23383.812677
2 159312000.000 23383.812678
2 159313000.000 23383.812679
2 159314000.000 23383.812679
2 159315000.000 23383.812680
2 159316000.000 23383.812681
2 159317000.000 23383.812682
2 159318000.000 23383.812683
2 159319000.000 23383.812683
2 159320000.000 23383.812684
2 159321000.000 23383.812685
2 159322000.000 23383.812686
2 159323000.000 23383.812686
2 159324000.000 23383.812687
2 159325000.000 23383.812688
2 159326000.000 23383.812689
2 159327000.000 23383.812690
2 159328000.000 23383.812690
2 159329000.000 23383.812691
2 159330000.000 23383.812692
2 159331000.000 23383.812693
2 159332000.000 23383.812694
2 159333000.000 23383.812694
2 159334000.000 23383.812695
2 159335000.000 23383.812696
2 159336000.000 23383.812697
2 159337000.000 23383.812698
2 159338000.000 23383.812698
2 159339000.000 23383.812699
2 159340000.000 23383.812700
2 159341000.000 23383.812701
2 159342000.000 23383.812702
2 159343000.000 23383.812702
2 159344000.000 23383.812703
2 159345000.000 23383.812704
2 159346000.000 23383.812705
2 159347000.000 23383.812706
2 159348000.000 23383.812706






















13 159305000.000 21884.849951
13 159306000.000 21884.849953
13 159307000.000 21884.849954
13 159308000.000 21884.849956
13 159309000.000 21884.849958
13 159310000.000 21884.849960
13 159311000.000 21884.849962
13 159312000.000 21884.849963
13 159313000.000 21884.849965
13 159314000.000 21884.849967
