13 159315000.000 21884.849969
13 159316000.000 21884.849971
13 159317000.000 21884.849972
13 159318000.000 21884.849974
13 159319000.000 21884.849976
13 159320000.000 21884.849978
13 159321000.000 21884.849980
13 159322000.000 21884.849981
13 159323000.000 21884.849983
13 159324000.000 21884.849985
13 159325000.000 21884.849987
13 159326000.000 21884.849989
13 159327000.000 21884.849990
13 159328000.000 21884.849992
13 159329000.000 21884.849994
13 159330000.000 21884.849996
13 159331000.000 21884.849997
13 159332000.000 21884.849999
13 159333000.000 21884.850001
13 159334000.000 21884.850003
13 159335000.000 21884.850005
13 159336000.000 21884.850006
13 159337000.000 21884.850008
13 159338000.000 21884.850010
13 159339000.000 21884.850012
13 159340000.000 21884.850014
13 159341000.000 21884.850015
13 159342000.000 21884.850017
13 159343000.000 21884.850019
13 159344000.000 21884.850021
13 159345000.000 21884.850023
13 159346000.000 21884.850024
13 159347000.000 21884.850026
13 159348000.000 21884.850028


14 159305000.000 20685.679823
14 159306000.000 20685.679824
14 159307000.000 20685.679825
14 159308000.000 20685.679826
14 159309000.000 20685.679827
14 159310000.000 20685.679828
14 159311000.000 20685.679829
14 159312000.000 20685.679830
14 159313000.000 20685.679831
14 159314000.000 20685.679832
14 159315000.000 20685.679833
14 159316000.000 20685.679834
14 159317000.000 20685.679835
14 159318000.000 20685.679836
14 159319000.000 20685.679837
14 159320000.000 20685.679838
14 159321000.000 20685.679839
14 159322000.000 20685.679840
14 159323000.000 20685.679841
14 159324000.000 20685.679842
14 159325000.000 20685.679843
14 159326000.000 20685.679844
14 159327000.000 20685.679845
14 159328000.000 20685.679846
14 159329000.000 20685.679847
14 159330000.000 20685.679848
14 159331000.000 20685.679849
14 159332000.000 20685.679851
14 159333000.000 20685.679852
14 159334000.000 20685.679853
14 159335000.000 20685.679854
14 159336000.000 20685.679855
14 159337000.000 20685.679856
14 159338000.000 20685.679857
14 159339000.000 20685.679858
14 159340000.000 20685.679859
14 159341000.000 20685.679860
14 159342000.000 20685.679861
14 159343000.000 20685.679862
14 159344000.000 20685.679863
14 159345000.000 20685.679864
14 159346000.000 20685.679865
14 159347000.000 20685.679866
14 159348000.000 20685.679867


15 159305000.000 22484.434547
15 159306000.000 22484.434548
15 159307000.000 22484.434550
15 159308000.000 22484.434551
15 159309000.000 22484.434552
15 159310000.000 22484.434553
15 159311000.000 22484.434554
15 159312000.000 22484.434555
15 159313000.000 22484.434556
15 159314000.000 22484.434557
15 159315000.000 22484.434558
15 159316000.000 22484.434559
15 159317000.000 22484.434561
15 159318000.000 22484.434562
15 159319000.000 22484.434563
15 159320000.000 22484.434564
15 159321000.000 22484.434565
15 159322000.000 22484.434566
15 159323000.000 22484.434567
15 159324000.000 22484.434568
15 159325000.000 22484.434569
15 159326000.000 22484.434571
15 159327000.000 22484.434572
15 159328000.000 22484.434573
15 159329000.000 22484.434574
15 159330000.000 22484.434575
15 159331000.000 22484.434576
15 159332000.000 22484.434577
15 159333000.000 22484.434578
15 159334000.000 22484.434579
15 159335000.000 22484.434581
15 159336000.000 22484.434582
15 159337000.000 22484.434583
15 159338000.000 22484.434584
15 159339000.000 22484.434585
15 159340000.000 22484.434586
15 159341000.000 22484.434587
15 159342000.000 22484.434588
15 159343000.000 22484.434590
15 159344000.000 22484.434591
15 159345000.000 22484.434592
15 159346000.000 22484.434593
15 159347000.000 22484.434594
15 159348000.000 22484.434595




17 159305000.000 20385.887438
17 159306000.000 20385.887437
17 159307000.000 20385.887437
17 159308000.000 20385.887437
17 159309000.000 20385.887437
17 159310000.000 20385.887437
17 159311000.000 20385.887437
17 159312000.000 20385.887437
17 159313000.000 20385.887437
17 159314000.000 20385.887437
17 159315000.000 20385.887437
17 159316000.000 20385.887437
17 159317000.000 20385.887437
17 159318000.000 20385.887437
17 159319000.000 20385.887437
17 159320000.000 20385.887437
17 159321000.000 20385.887437
17 159322000.000 20385.887437
17 159323000.000 20385.887437
17 159324000.000 20385.887437
17 159325000.000 20385.887437
17 159326000.000 20385.887437
17 159327000.000 20385.887437
17 159328000.000 20385.887436
17 159329000.000 20385.887436
17 159330000.000 20385.887436
17 159331000.000 20385.887436
17 159332000.000 20385.887436
17 159333000.000 20385.887436
17 159334000.000 20385.887436
17 159335000.000 20385.887436
17 159336000.000 20385.887436
17 159337000.000 20385.887436
17 159338000.000 20385.887436
17 159339000.000 20385.887436
17 159340000.000 20385.887436
17 159341000.000 20385.887436
17 159342000.000 20385.887436
17 159343000.000 20385.887436
17 159344000.000 20385.887436
17 159345000.000 20385.887436
17 159346000.000 20385.887436
17 159347000.000 20385.887436
17 159348000.000 20385.887436




19 159305000.000 21285.264596
19 159306000.000 21285.264594
19 159307000.000 21285.264593
19 159308000.000 21285.264591
19 159309000.000 21285.264590
19 159310000.000 21285.264588
19 159311000.000 21285.264586
19 159312000.000 21285.264585
19 159313000.000 21285.264583
19 159314000.000 21285.264581
19 159315000.000 21285.264580
19 159316000.000 21285.264578
19 159317000.000 21285.264576
19 159318000.000 21285.264575
19 159319000.000 21285.264573
19 159320000.000 21285.264571
19 159321000.000 21285.264570
19 159322000.000 21285.264568
19 159323000.000 21285.264567
19 159324000.000 21285.264565
19 159325000.000 21285.264563
19 159326000.000 21285.264562
19 159327000.000 21285.264560
19 159328000.000 21285.264558
19 159329000.000 21285.264557
19 159330000.000 21285.264555
19 159331000.000 21285.264553
19 159332000.000 21285.264552
19 159333000.000 21285.264550
19 159334000.000 21285.264548
19 159335000.000 21285.264547
19 159336000.000 21285.264545
19 159337000.000 21285.264544
19 159338000.000 21285.264542
19 159339000.000 21285.264540
19 159340000.000 21285.264539
19 159341000.000 21285.264537
19 159342000.000 21285.264535
19 159343000.000 21285.264534
19 159344000.000 21285.264532
19 159345000.000 21285.264530
19 159346000.000 21285.264529
19 159347000.000 21285.264527
19 159348000.000 21285.264526






22 159305000.000 20385.887951
22 159306000.000 20385.887951
22 159307000.000 20385.887952
22 159308000.000 20385.887952
22 159309000.000 20385.887953
22 159310000.000 20385.887953
22 159311000.000 20385.887953
22 159312000.000 20385.887954
22 159313000.000 20385.887954
22 159314000.000 20385.887955
22 159315000.000 20385.887955
22 159316000.000 20385.887956
22 159317000.000 20385.887956
22 159318000.000 20385.887956
22 159319000.000 20385.887957
22 159320000.000 20385.887957
22 159321000.000 20385.887958
22 159322000.000 20385.887958
22 159323000.000 20385.887958
22 159324000.000 20385.887959
22 159325000.000 20385.887959
22 159326000.000 20385.887960
22 159327000.000 20385.887960
22 159328000.000 20385.887960
22 159329000.000 20385.887961
22 159330000.000 20385.887961
22 159331000.000 20385.887962
22 159332000.000 20385.887962
22 159333000.000 20385.887962
22 159334000.000 20385.887963
22 159335000.000 20385.887963
22 159336000.000 20385.887964
22 159337000.000 20385.887964
22 159338000.000 20385.887965
22 159339000.000 20385.887965
22 159340000.000 20385.887965
22 159341000.000 20385.887966
22 159342000.000 20385.887966
22 159343000.000 20385.887967
22 159344000.000 20385.887967
22 159345000.000 20385.887967
22 159346000.000 20385.887968
22 159347000.000 20385.887968
22 159348000.000 20385.887969




24 159305000.000 22784.226958
24 159306000.000 22784.226956
24 159307000.000 22784.226954
24 159308000.000 22784.226952
24 159309000.000 22784.226950
24 159310000.000 22784.226948
24 159311000.000 22784.226946
24 159312000.000 22784.226944
24 159313000.000 22784.226942
24 159314000.000 22784.226940
24 159315000.000 22784.226938
24 159316000.000 22784.226936
24 159317000.000 22784.226934
24 159318000.000 22784.226932
24 159319000.000 22784.226930
24 159320000.000 22784.226928
24 159321000.000 22784.226926
24 159322000.000 22784.226924
24 159323000.000 22784.226922
24 159324000.000 22784.226920
24 159325000.000 22784.226918
24 159326000.000 22784.226916
24 159327000.000 22784.226914
24 159328000.000 22784.226912
24 159329000.000 22784.226910
24 159330000.000 22784.226908
24 159331000.000 22784.226906
24 159332000.000 22784.226904
24 159333000.000 22784.226902
24 159334000.000 22784.226900
24 159335000.000 22784.226898
24 159336000.000 22784.226896
24 159337000.000 22784.226894
24 159338000.000 22784.226892
24 159339000.000 22784.226890
24 159340000.000 22784.226888
24 159341000.000 22784.226886
24 159342000.000 22784.226884
24 159343000.000 22784.226882
24 159344000.000 22784.226880
24 159345000.000 22784.226878
24 159346000.000 22784.226876
24 159347000.000 22784.226874
24 159348000.000 22784.226872












30 159305000.000 22784.227315
30 159306000.000 22784.227317
30 159307000.000 22784.227319
30 159308000.000 22784.227322
30 159309000.000 22784.227324
30 159310000.000 22784.227326
30 159311000.000 22784.227328
30 159312000.000 22784.227330
30 159313000.000 22784.227332
30 159314000.000 22784.227334
30 159315000.000 22784.227336
30 159316000.000 22784.227338
30 159317000.000 22784.227340
30 159318000.000 22784.227342
30 159319000.000 22784.227344
30 159320000.000 22784.227346
30 159321000.000 22784.227348
30 159322000.000 22784.227350
30 159323000.000 22784.227353
30 159324000.000 22784.227355
30 159325000.000 22784.227357
30 159326000.000 22784.227359
30 159327000.000 22784.227361
30 159328000.000 22784.227363
30 159329000.000 22784.227365
30 159330000.000 22784.227367
30 159331000.000 22784.227369
30 159332000.000 22784.227371
30 159333000.000 22784.227373
30 159334000.000 22784.227375
30 159335000.000 22784.227377
30 159336000.000 22784.227379
30 159337000.000 22784.227381
30 159338000.000 22784.227384
30 159339000.000 22784.227386
30 159340000.000 22784.227388
30 159341000.000 22784.227390
30 159342000.000 22784.227392
30 159343000.000 22784.227394
30 159344000.000 22784.227396
30 159345000.000 22784.227398
30 159346000.000 22784.227400
30 159347000.000 22784.227402
30 159348000.000 22784.227404






